"","Gamma","Balance","M.Age","M.PD.L1.MPS","M.Hemoglobin","SD.Age","SD.PD.L1.MPS","SD.Hemoglobin","Energy","M.CG","SD.CG"
"181","One",0,0.155413412207694,1.08407962049963,0.152618104812272,0.0244236753617779,1.08982856716765,0.217016408985777,0.74359878448898,0.55,0.497214463005877
"182","One",0,0.244221076326376,0.542039810249815,0.20811559747128,0.129730921924793,0.33140691567934,0.350660494948247,0.470975661273973,0.55,0.497214463005877
"183","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"184","One",0,0.244221076326376,0.501241114854668,0.443979941272065,0.136825864446091,0.271501798448476,0.126874414992454,0.345163337009344,0.55,0.497214463005877
"185","One",0,0.577249816771434,0.221478632145086,0.0554974926590083,0.222563291188069,0.160185263912487,0.0403097757062798,0.378133186162642,0.7,0.349602949390051
"186","One",0,0.577249816771434,0.221478632145086,0.0554974926590083,0.222563291188069,0.160185263912487,0.0403097757062798,0.378133186162642,0.7,0.349602949390051
"187","One",0,0.555047900741763,0.279762482709582,0.097120612153264,0.252003778549566,0.12892330449325,0.0270332470347314,0.407563636625505,0.7,0.349602949390051
"188","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.501943716723981,0.6,0.459468291736341
"189","One",0,0.377432572504399,0.285590867766032,0.638221165578593,0.240405849337061,0.202542909707526,0.241815762762069,0.550422605383051,0.65,0.411636301174282
"190","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"191","One",0,0.266422992356046,0.559524965419164,0.291361836459793,0.165925619966972,0.240433054579376,0.111408015758267,0.363056669005841,0.55,0.497214463005877
"192","One",0,0.177615328237364,0.0174851551693489,0.06937186582376,0.321915970821428,0.155498133091557,0.240141113879792,0.243581705072298,0.55,0.497214463005877
"193","One",0,0.155413412207694,1.08407962049963,0.152618104812272,0.0244236753617779,1.08982856716765,0.217016408985777,0.74359878448898,0.55,0.497214463005877
"194","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"195","One",0,0.355230656474728,0.303076022935381,0.110994985318016,0.0383108565648579,0.115727342061799,0.11449773396524,0.229451615732573,0.7,0.349602949390051
"196","One",0,0.532845984712093,0.0174851551693488,0.166492477977024,0.0419656000166313,0.137228970319782,0.243532580449636,0.290576833451112,0.6,0.459468291736341
"197","One",0,0.177615328237364,0.0174851551693489,0.06937186582376,0.321915970821428,0.155498133091557,0.240141113879792,0.243581705072298,0.55,0.497214463005877
"198","One",0,0.555047900741763,0.0407986953951474,0.0138743731647521,0.0124905028999219,0.168852307957761,0.229061677194128,0.312061040951583,0.6,0.459468291736341
"199","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475522,0.55,0.497214463005877
"200","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475522,0.55,0.497214463005877
"201","One",0,0.0888076641186821,0.285590867766032,0.568849299754833,0.118677332338221,0.202542909707526,0.245239696378643,0.3119361453806,0.7,0.349602949390051
"202","One",0,0.111009580148353,0.279762482709582,0.402356821777809,0.345321871754329,0.12892330449325,0.138948833151346,0.279012843721142,0.65,0.411636301174282
"203","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"204","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.50194371672398,0.6,0.459468291736341
"205","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.50194371672398,0.6,0.459468291736341
"206","One",0,0.244221076326376,0.565353350475614,0.388482448613057,0.397910575624629,0.656798985254595,0.0663455419527187,0.381349365654402,0.55,0.497214463005877
"207","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"208","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.3862108319521,0.55,0.497214463005877
"209","One",0,0.244221076326376,0.542039810249815,0.20811559747128,0.129730921924793,0.33140691567934,0.350660494948247,0.470975661273974,0.55,0.497214463005877
"210","One",0,0.577249816771434,0.221478632145086,0.0554974926590083,0.222563291188069,0.160185263912487,0.0403097757062798,0.378133186162642,0.7,0.349602949390051
"211","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.501943716723981,0.6,0.459468291736341
"212","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"213","One",0,0.310826824415387,0.303076022935381,0.332984955954049,0.0468822328753032,0.115727342061799,0.122895686482575,0.322976556280177,0.6,0.459468291736341
"214","One",0,0.266422992356046,0.15153801146769,0.95733174836789,0.0913338754985845,0.199123486832139,0.0311463343471446,0.612960253429638,0.6,0.459468291736341
"215","One",0,0.310826824415387,0.303076022935381,0.332984955954049,0.0468822328753032,0.115727342061799,0.122895686482575,0.322976556280177,0.6,0.459468291736341
"216","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.3862108319521,0.55,0.497214463005877
"217","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"218","One",0,0.532845984712093,0.279762482709582,0.485603060766321,0.529411686261001,0.12892330449325,0.129918318049236,0.586516002203178,0.65,0.411636301174282
"219","One",0,0.244221076326376,0.542039810249815,0.20811559747128,0.129730921924793,0.33140691567934,0.350660494948247,0.470975661273974,0.55,0.497214463005877
"220","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"221","One",0,0.555047900741763,0.221478632145086,0.332984955954049,0.498474723547237,0.160185263912487,0.141245103885099,0.493931143119805,0.65,0.411636301174282
"222","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"223","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.3862108319521,0.55,0.497214463005877
"224","One",0,0.377432572504399,0.285590867766032,0.638221165578593,0.240405849337061,0.202542909707526,0.241815762762069,0.550422605383052,0.65,0.411636301174282
"225","One",0,0.266422992356046,0.559524965419164,0.291361836459793,0.165925619966972,0.240433054579376,0.111408015758267,0.363056669005841,0.55,0.497214463005877
"226","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475523,0.55,0.497214463005877
"227","One",0,0.155413412207694,1.08407962049963,0.152618104812272,0.0244236753617779,1.08982856716765,0.217016408985777,0.743598784488981,0.55,0.497214463005877
"228","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475523,0.55,0.497214463005877
"229","One",0,0.555047900741763,0.221478632145086,0.332984955954049,0.498474723547237,0.160185263912487,0.141245103885099,0.493931143119805,0.65,0.411636301174282
"230","One",0,0.177615328237364,0.0174851551693489,0.06937186582376,0.321915970821428,0.155498133091557,0.240141113879792,0.243581705072297,0.55,0.497214463005877
"231","One",0,0.244221076326376,0.565353350475614,0.388482448613057,0.397910575624629,0.656798985254595,0.0663455419527187,0.381349365654403,0.55,0.497214463005877
"232","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"233","One",0,0.111009580148353,0.279762482709582,0.402356821777809,0.345321871754329,0.12892330449325,0.138948833151346,0.279012843721142,0.65,0.411636301174282
"234","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"235","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.50194371672398,0.6,0.459468291736341
"236","One",0,0.377432572504399,0.285590867766032,0.638221165578593,0.240405849337061,0.202542909707526,0.241815762762069,0.550422605383052,0.65,0.411636301174282
"237","One",0,0.555047900741763,0.279762482709582,0.097120612153264,0.252003778549566,0.12892330449325,0.0270332470347314,0.407563636625505,0.7,0.349602949390051
"238","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"239","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.501943716723981,0.6,0.459468291736341
"240","One",0,0.155413412207694,1.08407962049963,0.152618104812272,0.0244236753617779,1.08982856716765,0.217016408985777,0.74359878448898,0.55,0.497214463005877
"241","One",0,0.111009580148353,0.279762482709582,0.402356821777809,0.345321871754329,0.12892330449325,0.138948833151346,0.279012843721143,0.65,0.411636301174282
"242","One",0,0.577249816771434,0.221478632145086,0.0554974926590083,0.222563291188069,0.160185263912487,0.0403097757062798,0.378133186162642,0.7,0.349602949390051
"243","One",0,0.555047900741763,0.221478632145086,0.332984955954049,0.498474723547237,0.160185263912487,0.141245103885099,0.493931143119805,0.65,0.411636301174282
"244","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475523,0.55,0.497214463005877
"245","One",0,0.155413412207694,0.0407986953951474,0.0832462389885122,0.292117019193813,0.123971957603879,0.253806262715249,0.212069959475523,0.55,0.497214463005877
"246","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"247","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.3862108319521,0.55,0.497214463005877
"248","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"249","One",0,0.532845984712093,0.279762482709582,0.485603060766321,0.529411686261001,0.12892330449325,0.129918318049236,0.586516002203178,0.65,0.411636301174282
"250","One",0,0.177615328237364,0.0174851551693489,0.06937186582376,0.321915970821428,0.155498133091557,0.240141113879792,0.243581705072298,0.55,0.497214463005877
"251","One",0,0.555047900741763,0.279762482709582,0.097120612153264,0.252003778549566,0.12892330449325,0.0270332470347314,0.407563636625504,0.7,0.349602949390051
"252","One",0,0.266422992356046,0.559524965419164,0.291361836459793,0.165925619966972,0.240433054579376,0.111408015758267,0.363056669005841,0.55,0.497214463005877
"253","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.386210831952104,0.55,0.497214463005877
"254","One",0,0.266422992356046,0.15153801146769,0.95733174836789,0.0913338754985845,0.199123486832139,0.0311463343471446,0.612960253429639,0.6,0.459468291736341
"255","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"256","One",0,0.266422992356046,0.559524965419164,0.291361836459793,0.165925619966972,0.240433054579376,0.111408015758267,0.363056669005838,0.55,0.497214463005877
"257","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.501943716723981,0.6,0.459468291736341
"258","One",0,0.377432572504399,0.285590867766032,0.638221165578593,0.240405849337061,0.202542909707526,0.241815762762069,0.550422605383052,0.65,0.411636301174282
"259","One",0,0.555047900741763,0.221478632145086,0.332984955954049,0.498474723547237,0.160185263912487,0.141245103885099,0.493931143119805,0.65,0.411636301174282
"260","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"261","One",0,0.288624908385717,0.209821862032187,0.804713643555617,0.0627274304568259,0.167795455219993,0.0151759526334031,0.50194371672398,0.6,0.459468291736341
"262","One",0,0.266422992356046,0.15153801146769,0.95733174836789,0.0913338754985845,0.199123486832139,0.0311463343471446,0.612960253429638,0.6,0.459468291736341
"263","One",0,0.555047900741763,0.221478632145086,0.332984955954049,0.498474723547237,0.160185263912487,0.141245103885099,0.493931143119805,0.65,0.411636301174282
"264","One",0,0.532845984712093,0.279762482709582,0.485603060766321,0.529411686261001,0.12892330449325,0.129918318049236,0.586516002203178,0.65,0.411636301174282
"265","One",0,0.0888076641186821,0.285590867766032,0.568849299754833,0.118677332338221,0.202542909707526,0.245239696378643,0.311936145380601,0.7,0.349602949390051
"266","One",0,0.910278557216492,0.804317137790049,0.638221165578593,0.391042451305719,0.706907020663783,0.241815762762069,1.19248213389576,0.65,0.411636301174282
"267","One",0,0.266422992356046,0.15153801146769,0.95733174836789,0.0913338754985845,0.199123486832139,0.0311463343471446,0.612960253429638,0.6,0.459468291736341
"268","One",0,0.111009580148353,0.279762482709582,0.402356821777809,0.345321871754329,0.12892330449325,0.138948833151346,0.279012843721143,0.65,0.411636301174282
"269","One",0,0.244221076326376,0.542039810249815,0.20811559747128,0.129730921924793,0.33140691567934,0.350660494948247,0.470975661273973,0.55,0.497214463005877
"270","One",0,0.244221076326376,0.565353350475614,0.388482448613057,0.397910575624629,0.656798985254595,0.0663455419527187,0.381349365654402,0.55,0.497214463005877
"271","One",0,0.244221076326376,0.542039810249815,0.20811559747128,0.129730921924793,0.33140691567934,0.350660494948247,0.470975661273973,0.55,0.497214463005877
"272","One",0,0.42183640456374,0.565353350475614,0.13874373164752,0.0950364307732744,0.318325644431228,0.212774539889774,0.386210831952104,0.55,0.497214463005877
"273","One",0,0.288624908385717,0.244792172370884,0.180366851141776,0.0180892116479805,0.147003389170079,0.135019135332764,0.26696468690991,0.6,0.459468291736341
"274","One",0,0.377432572504399,0.285590867766032,0.638221165578593,0.240405849337061,0.202542909707526,0.241815762762069,0.550422605383052,0.65,0.411636301174282
"275","One",0,0.577249816771434,0.221478632145086,0.0554974926590083,0.222563291188069,0.160185263912487,0.0403097757062798,0.378133186162642,0.7,0.349602949390051
"276","One",0,0.532845984712093,0.279762482709582,0.485603060766321,0.529411686261001,0.12892330449325,0.129918318049236,0.586516002203178,0.65,0.411636301174282
"277","One",0,0.177615328237364,0.0174851551693489,0.06937186582376,0.321915970821428,0.155498133091557,0.240141113879792,0.243581705072297,0.55,0.497214463005877
